Name,Display Name,Type,Class,Is Lot Numbered Item,Inactive,UPC Code,Weight,Item Weight (Kg),Length,Height,Width,Package Quantity,Master Carton Weight (lbs),Master Carton Length (in),Master Carton Width (in),Master Carton Height (in),Master GTIN #,Harmonized Product Code,Manufacturer Country
FG0115-01,"UpSpringKid, OMEGA3 w/DHA & EPA, Gummy, 60 Count",Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,855520001934,0,,,,,,,,,,,2106.90.9998,
FG0120-01,"Milkflow, Supplement, Capsules, 100 Count",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,855520001873,.142,,2.067,3.785,2.067,1,0.142,2.067,2.067,3.785,20855520001877,2106.90.9998,
FG0120-03,"Milkflow, Supplement, Capsules, 100 Count, 120cc, Bottle Only",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,No,859188006928,.142,,2.067,3.785,2.067,1,0.142,2.067,2.067,3.785,20855520001877,2106.90.9998,
FG0125-01,"Milkflow, Supplement, Capsules, 60 Count, Retail Carton",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,855520001736,.138,,2.75,4.5,2,6,1,9.25,4.75,6.5,40855520001734,2106.90.9998,
FG0125-02,"Milkflow, Supplement, Capsules, 100 Count, Retail Carton",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,855520001057,.138,,2.75,4.5,2,6,1.10,9.25,4.75,6.5,10855520001054,2106.90.9898,US
FG0125-03,"Milkflow, Supplement, Capsules, 60 Count, 100cc, Retail Carton",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,No,859188006935,.138,,2.75,4.5,2,6,1,9.25,4.75,6.5,10859188006932,2106.90.9898,US
FG0125-04,"Milkflow, Supplement, Capsules, 100 Count, 120cc Retail Carton",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,No,859188006942,.138,,2.75,4.5,2,6,1.10,9.25,4.75,6.5,10859188006949,2106.90.9898,US
FG0127-01,"MilkFlow, Fenugreek Free, Capsules, 60 Count, 100cc",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,No,850008560095,.15,,4.5,2,2.75,6,1,9.25,5.25,4.25,10850008560092,2106.90.9898,US
FG0130-01,"UpSpringKid, Vitamin D3, 1000IU, Gummy, 90 Count",Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,855520001927,.524,,,,,,1.733,8,5.625,2.75,20855520001921,2106.90.9998,
FG0135-01,"UpSpring, Vitamin D3, 1000IU, Gummy, 90 Count",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,855520001941,.5235,,,,,,9.8,12,7,8.5,20855520001945,2106.90.9998,
FG0155-01,"Milkflow, Fenugreek, Gummies, 90 Count",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,855520001798,.531,,,,,,7.486,6.5,12.125,8.5,30855520001799,2106.90.9998,
FG0165-01,"Probiotics+Colostrum, StickPaks, 30 Cnt, Carton",Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,855520001583,.1,,5.5,2,2.75,6,0.95,9.25,4.75,6.5,10855520001580,2106.90.9897,US
FG0170-01,"UpSpring 100% Organic Coconut Oil, 5oz.",Assembly/Bill of Materials,Legacy UpSpring : (Old) Skincare_Other,Yes,Yes,859188006089,.5,,,,,,3.1,12,8.25,5,10859188006086,1513.19.0000,
FG0215-01,"Morning SickLESS, 10 Capsule / 10 Hard Drop, 30cc Bottle",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,855520001996,.138,,,,,6,1.25,9.25,6.5,4.75,10855520001993,2106.90.9998,
FG0220-01,"Shrinkx Belly Bamboo, (S/M) Black",Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,No,859188006096,.8,,,,,5,4.8,12,10.75,7.75,10859188006093,6307.90.9889,CN
FG0220-01(notinuse),"Shrinkx Belly Bamboo, (S/M) Black",Inventory Item,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,,.8,,,,,,,,,,,6307.90.9889,TW
FG0220-02,"Shrinkx Belly Bamboo, (L/XL) Black",Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,No,859188006102,.65,,,,,5,5.05,12,10.75,4.75,10859188006109,6307.90.9889,CN
FG0220-02(notinuse),"Shrinkx Belly Bamboo, (L/XL) Black",Inventory Item,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,,.65,,,,,,,,,,,6307.90.9889,TW
FG0220-04,"Shrinkx Belly Bamboo, (L/XL), 3-up Master",Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,No,859188006102,1,,,,,3,3.20,12.25,7.25,7.50,20859188006106,6307.90.9889,CN
FG0222-51-IG,"Shrinkx Belly Bamboo, (S/M), Black, Poly Bag, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,1230000073158,.8,,,,,5,4.8,12,10.75,7.75,10859188006093,6307.90.9889,CN
FG0222-51-ML,"Shrinkx Belly Bamboo, (S/M), Black, Poly Bag, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,5065009337170,0,,,,,5,4.8,12,10.75,7.75,10859188006093,6307.90.9889,CN
FG0222-52-IG,"Shrinkx Belly Bamboo, (L/XL), Black, Poly Bag, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,1230000073165,.65,,,,,5,4.8,12,10.75,7.75,10859188006093,6307.90.9889,CN
FG0222-52-ML,"Shrinkx Belly Bamboo, (L/XL), Black, Poly Bag, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,5065009337187,0,,,,,5,4.8,12,10.75,7.75,10859188006093,6307.90.9889,CN
FG0225-01,"Milkflow Max, Supplement, Capsules, 30 Count, Retail Carton",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,Yes,Yes,855520001804,.138,,,,,6,0.85,9.25,5.25,4.75,30855520001737,2106.90.9998,US
FG0240-01,UpSpringbaby Probiotic-Liquid Drops (dual chamber),Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,859188006119,.1,,,,,6,0.8,8.25,3,6,,2106.90.9898,CH
FG0245-01,"UpSpring, Fertility Capsules, 30 Count, 60cc Bottle, Retail",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,859188006126,.138,,,,,6,0.85,9.25,5.25,4.75,10859188006123,2106.90.9898,US
FG0250-02,"Morning SickLESS, Hard Drops, 28 Count, Retail Pouch",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,859188006140,.138,,,,,6,1.85,6,13,7,10859188006147,2106.90.9898,US
FG0255-01,"Milkflow, Fenugreek, Shooter, 2oz Bottle, Chocolate",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006157,.138,,,,,,3,6,13,7,,2106.90.9898,US
FG0260-01,"UpSpring, Prenatal Plus, 90 Gummy + 30 Gel-Capsule,",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,855520001811,.7,,,,,6,5,6,13,7,10855520001818,2106.90.9898,US
FG0265-01,"UpSpring, Prenatal Plus, 30 Tablet + 30 Gel-Capsule",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,855520001828,.138,,,,,6,1.85,10.25,7.25,4.5,10855520001825,2106.90.9898,US
FG0270-01,"POP High Waist Compression Only, 2-Pack (S/M) Nude & Black",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,859188006249,.45,,,,,1,,8,6,4,,6212.90.0030,CN
FG0270-02,"POP High Waist Compression Only, 2-Pack (L/XL) Nude & Black",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,859188006256,.45,,,,,1,,8,6,4,,6212.90.0030,CN
FG0270-03,"POP High Waist Compression Only, 2-Pack (1X/2X) Nude & Black",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,859188006263,.45,,,,,1,,8,6,4,,6212.90.0030,CN
FG0275-01,"UpSpring, Prenatal, Gummy, 90 Count, 300cc Bottle",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,859188006270,.55,,2.625,5,2.625,1,,,,,,2106.90.9898,US
FG0280-01,"UpSpring, Prenatal, Tablet, 30 Count, 100cc Bottle",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,859188006287,0,,,,,1,,,,,,,
FG0285-01,"UpSpring, Prenatal, Softgel AlphaOmega, 30 Count, 60ccBottle",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,859188006294,0,,,,,1,,,,,,,
FG0285-02,"UpSpring, Prenatal, Softgel Capsule, FNSKU PRINTED",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,859188006768,0,,,,,1,,,,,,,
FG0290-01,"C-Section Recovery + Incision Care - Nude (S/M), HCPCS",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,859188006317,.248,,,,,1,1,8,6,4,,6212.90.0030,CN
FG0290-02,"C-Section Recovery + Incision Care - Nude (L/XL), HCPCS",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,859188006324,.248,,,,,1,1,8,6,4,,6212.90.0030,CN
FG0290-03,"C-Section Recovery + Incision Care - Nude (1X/2X), HCPCS",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,859188006331,.248,,,,,1,1,8,6,4,,6212.90.0030,CN
FG0290-04,"C-Section Recovery + Incision Care - Black (S/M), HCPCS",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,859188006348,.248,,,,,1,,8,6,4,,6212.90.0030,CN
FG0290-05,"C-Section Recovery + Incision Care - Black (L/XL), HCPCS",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,859188006355,.248,,,,,1,,8,6,4,,6212.90.0030,CN
FG0290-06,"C-Section Recovery + Incision Care - Black (1X/2X), HCPCS",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,859188006362,.248,,,,,1,,8,6,4,,6212.90.0030,CN
FG0295-01,C-Section Recovery + Incision Care (2-Pack) - Nude (S/M),Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,859188006560,.263,,,,,1,,8,6,4,,6212.90.0030,CN
FG0295-02,C-Section Recovery + Incision Care (2-Pack) - Nude (L/XL),Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,859188006577,.263,,,,,1,,8,6,4,,6212.90.0030,CN
FG0295-03,"C-Section Recovery + Incision Care (2-Pack) - Nude (1X/2X),",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,859188006584,.263,,,,,1,,8,6,4,,6212.90.0030,CN
FG0300-01,"Stomach Settle, Lemon Ginger, 28 Ct, Hard Drops, Retail Pouch",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,859188006393,.138,,,,,6,1.85,8.25,6.25,4.5,10859188006390,2106.90.9898,US
FG0300-02,"Stomach Settle, Lemon Ginger, 28 Ct, Hard Drops, Retail Pouch (3-Up)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,859188006393,.138,,,,,3,1,8.25,2.5,6.5,20859188006397,2106.90.9898,
FG0300-03,"Stomach Settle, Lemon Ginger, 10 Ct, Hard Drops, Retail Pouch",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,No,850008560033,.1005,,,,,6,1.0255,8,6,2,10850008560030,2106.90.9898,US
FG0300-04,"Stomach Settle, Hard Drop, Mint, 28 Ct, Retail Pouch",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,850008560019,.138,,,,,6,1.85,8.25,4.75,6.5,10850008560016,2106.90.9898,US
FG0300-06,"Stomach Settle, 55 Ct, Lemon Ginger, Hard Drop, Retail Pouch",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,850008560071,.55,,,,,12,9.7,13.5,17.5,9.25,10850008560078,2106.90.9898,US
FG0300-07,"Stomach Settle Morning Sickness, 10 ct Lemon Ginger, Hard Drops, Retail Pouch",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,850008560279,.1005,,,,,6,,,,,10850008560276,2106.90.9898,US
FG0300-08,"Stomach Settle Morning Sickness, 28 Ct, Lemon Ginger, Hard Drops, Retail Pouch",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,850008560286,.138,,,,,6,1.85,8.25,4.75,6.5,10850008560283,2106.90.9898,US
FG0300-09,"Stomach Settle, Lemon Ginger, Hard Drop, 55 Ct, (Costco Online)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,No,850008560828,0,,6.5,8,2.5,12,7.10,15,7.625,5.4375,10850008560825,2106.90.9898,US
FG0300-10,"Stomach Settle, Lemon Ginger, 28 Ct, Hard Drops, Retail Pouch NEW",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,No,859188006393,.138,,,,,4,1.45,8.375,6.375,4.625,30859188006394,2106.90.9898,US
FG0300-11,"UpSpring, Stomach Settle, Lemon Ginger Honey, Hard Drop, 28 Count, Retail Pouch --- (48-Pack Master Only)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,859188006393,.138,,,,,6,16,17,12,8,,2106.90.9898,US
FG0300-12,"UpSpring, Stomach Settle, Mint, Hard Drop, 28 Count, Retail Pouch --- (4-Pack Master Only)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,No,850008560019,.138,,,,,4,1.45,8.25,6.25,5.38,30850008560010,2106.90.9898,US
FG0300-13,"UpSpring, Stomach Settle Morning Sickness, Lemon Ginger, Hard Drops, 28 Count, Retail Pouch  --- (4-Pack Master Only)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,No,850008560286,.138,,,,,4,1.45,8.25,6.25,5.83,30850008560287,2106.90.9898,US
FG0300-14,"UpSpring, Stomach Settle, Mint, Hard Drop, 28 Count, Retail Pouch --- (48-Pack Master Only)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,850008560019,.138,,,,,6,16,17,12,8,10850008560016,2106.90.9898,US
FG0310-01,Bamboo - High Waist CO Panty (S/M) - Retail Box,Assembly/Bill of Materials,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,859188006409,.3,,4.5,7.375,1.625,5,2,8.25,6.5,4.75,,6212.90.0030,TW
FG0310-01(notinuse),Bamboo - High Waist CO Panty (S/M) - Retail Box,Inventory Item,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,,.3,,,,,,,,,,,6212.90.0030,TW
FG0310-02,Bamboo - High Waist CO Panty (L/XL) - Retail Box,Assembly/Bill of Materials,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,859188006416,.35,,4.5,7.375,1.625,1,2,8.25,6.5,4.75,,6212.90.0030,TW
FG0310-02(Notinuse),Bamboo - High Waist CO Panty (L/XL) - Retail Box,Inventory Item,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,,.35,,,,,,,,,,,6212.90.0030,TW
FG0315-01,Bamboo - High Waist CO Boyshort (S/M) - Retail Box,Assembly/Bill of Materials,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,859188006423,.313,,4.5,6.625,1.6,1,2,8.5,8,5,,6212.90.0030,TW
FG0315-01(NotinUse),Bamboo - High Waist CO Boyshort (S/M) - Retail Box,Inventory Item,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,859188006423,.3,,,,,,,,,,,,TW
FG0315-02,Bamboo - High Waist CO Boyshort (L/XL) - Retail Box,Assembly/Bill of Materials,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,859188006430,.313,,4.5,6.625,1.6,1,2.125,8.5,8,5,,6212.90.0030,TW
FG0315-02(NotinUse),Bamboo - High Waist CO Boyshort (L/XL) - Retail Box,Inventory Item,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,859188006430,.3,,,,,,,,,,,,TW
FG0320-01,Bamboo - Nursing Tank (S/M) -Retail Box,Inventory Item,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,859188006447,.45,,7,11.375,2,5,3,12,10.75,7.75,,6307.90.9889,TW
FG0320-02,Bamboo - Nursing Tank (L/XL) -Retail Box,Inventory Item,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,859188006454,.5,,7,11.375,2,5,3,12,10.75,7.75,10859188006451,6307.90.9889,TW
FG0325-01,"Blessed Thistle, Capsules, 100 Count, 150cc Bottle",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006508,.15,,2,3.75,2,12,2.124,6.75,4.375,8.625,,2106.90.9898,US
FG0330-01,"UpSpring, Malunggay, Capsules, 60 Count, 100cc Bottle",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006515,.1,,1.875,3.25,1.875,1,0.1,,,,,2106.90.9898,US
FG0335-01,"UpSpring, Shatavari, Capsules, 60 Count, 150cc Bottle",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006522,.1,,1.875,3.25,1.875,1,0.1,,,,,2106.90.9898,US
FG0340-01,"UpSpring, Goat's Rue, Capsules, 60 count, 100cc Bottle",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006539,.1,,,,,6,1.1,8.25,6.25,2.5,,2106.90.9898,US
FG0345(notinuse LXL),"UpSpring BumpTube, Maternity Band, (L/XL), Black",Inventory Item,Legacy UpSpring : (Old) Skincare_Other,No,Yes,859188006188,,,,,,,,,,,,,CN
FG0345(notinuse SM),"UpSpring BumpTube, Maternity Band, (S/M), Black",Inventory Item,Legacy UpSpring : (Old) Skincare_Other,No,Yes,859188006171,,,,,,,,,,,,,CN
FG0345-01,"UpSpring BumpTube, Maternity Band, (S/M), Black",Assembly/Bill of Materials,Legacy UpSpring : (Old) Skincare_Other,No,Yes,859188006171,.2,,4.5,7,1.75,5,2.15,8.5,8,5,,6307.90.9889,CN
FG0345-02,"UpSpring BumpTube, Maternity Band, (L/XL), Black",Assembly/Bill of Materials,Legacy UpSpring : (Old) Skincare_Other,No,Yes,859188006188,.2,,4.5,7,1.75,5,2.15,8.5,5,5,,6307.90.9889,CN
FG0360-01,"Milkflow, Single-Serving, Cookie, Flow-Wrap,Double Chocolate",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006652,.12,,,,,1,0.12,,,,,2106.90.9887,
FG0360-02,"Milkflow, Single-Serving, Cookie, Flow-Wrap, Oatmeal Raisin",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006669,.12,,,,,1,0.12,,,,,2106.90.9887,
FG0360-03,"Milkflow, Single-Serving, Cookie, Flow-Wrap, Oatmeal Salted",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006645,.12,,,,,1,0.12,,,,,2106.90.9887,
FG0365-01,"Milkflow, Cookie, Dbl Chocolate, Retail Carton, 10 Serving",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006683,1.2,,,,,3,4.2,15.25,8,6,10859188006680,2106.90.9898,US
FG0365-02,"Milkflow, Cookie, Oatmeal Raisin, Retail Carton, 10 Serving",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006690,1.2,,,,,3,3.95,15,7.63,5.44,10859188006697,2106.90.9898,US
FG0365-03,"Milkflow, 10 Serving, Cookie, Retail Carton, Oatmeal Salted",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006676,1.2,,,,,3,4.3,15,7.63,5.44,10859188006673,2106.90.9898,US
FG0365-04,"Milkflow,Cookie,VERTICAL,Oatmeal Raisin,Retail Carton,10 Serv",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006812,1.2,,,,,3,3.95,15,7.63,5.44,10859188006819,2106.90.9898,US
FG0370-01,"Milkflow, 12 Serving, Cookie, Dry-Mix, Pouch, Dbl Chocolate",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006706,1,,,,,6,6.3,11.25,8.25,5.5,10859188006703,2106.90.9898,
FG0370-02,"Milkflow, 12 Serving, Cookie, Dry-Mix, Pouch, Oatmeal Raisin",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006713,1,,,,,6,6.3,11.25,8.25,5.5,10859188006710,2106.90.9898,
FG0385-01,"UpSpring, HeNatal, Tablets, 90 Count, 200cc Bottle, Retail Carton",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,859188006737,.4,,2.75,4.59,2.34,3,1.2,8.25,5.25,3.375,20859188006731,2106.90.9898,US
FG0390-01,"UpSpring, Omega-3 Smoothie, 16oz, Mango Peach",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,859188006782,1.15,,1.7,9,1.3,12,14.2,10.25,8,9,,2202.99.3700,US
FG0390-02,"UpSpring, Omega-3 Smoothie, 16oz, Key Lime",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,859188006799,1.15,,1.7,9,1.3,12,14.2,10.25,8,9,,2202.99.3700,US
FG0400-01,"Milkflow Coffee Pods, 12-Serving Retail Carton, Robusta Flavor",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006829,.4,,,,,3,1.2,10.25,10.25,5.5,10859188006826,2101.11.2129,US
FG0405-01,"Milkflow, Coffee StickPack, 14-Serving Retail Carton, Robusta Flavor",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,Yes,Yes,859188006836,.1,,2.531,4.5,2,6,0.95,8,5,4,10859188006833,2101.11.2129,US
FG0430-01,"UpSpring, Prenatal Complete, Gummy, 120 Count, 625cc Bottle",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,850008560040,1.15,,3,6.25,3,3,3.65,10.25,7.25,3.5,10850008560047,,US
FG0435-01,"Prenatal Complete, Soft-Gel, 90 Count, 225cc Bottle",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,850008560057,.35,,2.875,5.375,2.844,3,1.35,9.25,6.25,3.5,10850008560054,2106.90.9898,US
FG0440-01,"Dual Prenatal Immunity, Capsules, 30 Count, Retail Carton",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,850008560125,.138,,3,4,2.25,6,0.85,9.25,4.25,4.75,10850008560122,2106.90.9898,US
FG0440-02,"Dual Prenatal Immunity, Capsules, 30 Count, Retail Carton, (3-Up)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,850008560125,.138,,3,4,2.25,,0.565,7.25,4.25,3.5,20850008560129,2106.90.9898,
FG0450-01,"Dual Postnatal Immunity, Capsules, 30 Count, 112 mL Vial, Retail Carton",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,850008560170,.138,,3,4,2.25,6,0.85,9.25,4.25,4.75,10850008560177,2106.90.9898,
FG0480-01,"UpSpring, Immunity Foundation, Liquid, Dropper, 30 Servings, Retail Carton",Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,850008560224,,,2.687,4.375,1.687,6,1.1,9,4,5,10850008560221,2106.90.9898,US
FG0485-01,"UpSpring, Immunity Foundation + D3, Liquid, Dropper, 30 Servings, Retail Carton",Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,850008560231,.18,,2.687,4.375,1.687,6,1.1,9,4,5,10850008560238,2106.90.9898,CA
FG0530-01,"UpSpring, Immunity (LC Plasma), Capsules, 30 ct Bottle Only",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,850008560330,,,,,,,,24.12,11,12,10850008560337,2106.90.9898,US
FG0610-01,"U.Bloom, Fertility, Eggs Antioxidant, 60 Count Capsules, 150ml Bottle, Retail Carton, U by Upspring",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,850008560699,.65,,5,2.8125,3.125,,13.5,20.5,10.125,5.625,,,
FG0615-01,"U.Bloom, Fertility, Nest Collagen Drink Mix, 30 Count Sachet, Retail Carton, U by Upspring",Assembly/Bill of Materials,UpSpring : VMS : Adult Supplements : Fertility,Yes,Yes,850008560705,1.25,,7.8125,4.625,3.5,,8,14,9,9.375,,,
FG0630-01,"U.Bloom, Fertility, Egg & Nest Combo, Retail Carton, U by Upspring",Assembly/Bill of Materials,UpSpring : VMS : Adult Supplements : Fertility,Yes,Yes,850008560750,2.2,,11,3.75,4.875,,14,19,11,8,,,
FG0635-01,"U.Siip, Hydration Drink Mix, 14 Count, Citrus Ginger, Retail Carton, U by Upspring",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,850008560767,.3,,3,4.75,2.5,6,,,,,,2106.90.9887,US
FG0635-01-INACTIVE,"U.Siip, Hydration Drink Mix, 14 Count, Citrus Ginger-TEST",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,,.3,,3,4.75,2.5,,,,,,,,
FG0635-02,"U.Siip, Hydration Drink Mix, 14 Count, Lemon Lime, Retail Carton, U by Upspring",Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,850008560774,.3,,3,4.75,2.5,6,,,,,,2106.90.9887,US
FG0635-02-INACTIVE,"U.Siip, Hydration Drink Mix, 14 Count, Lemon Lime-TEST",Assembly/Bill of Materials,,Yes,Yes,,.3,,3,4.75,2.5,,,,,,,,
FG0650-01,"C-Panty, Post Op Medical, Cesarean Recovery (XS/S)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,Yes,Yes,855520001026,0,,4.6,4.6,3.1,6,3.85,10,10,5,40855520001475,2106.90.9887,CN
FG0650-02,"C-Panty, Post Op Medical, Cesarean Recovery (M/L)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,Yes,Yes,855520001033,0,,4.6,4.6,3.1,6,3.85,10,10,5,40855520001475,2106.90.9887,CN
